Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.1.1-8.8.8.8-55406-53-17,10.0.1.1,55406,8.8.8.8,53,17,11/04/2022 11:29:12 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-41220-53-17,10.0.1.1,41220,8.8.8.8,53,17,11/04/2022 11:34:28 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-53420-53-17,10.0.1.1,53420,8.8.8.8,53,17,11/04/2022 11:46:11 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43068-55555-6,10.0.1.1,43068,10.0.1.2,55555,6,11/04/2022 11:27:49 PM,0,2,1,896,13,888,8,448,622.2539674,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,888,229.25,439.1729917,192872.9167,0,0,0,3,3,0,0,0,0,305.6666667,448,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-57817-53-17,10.0.1.1,57817,8.8.8.8,53,17,11/04/2022 11:23:47 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-46308-53-17,10.0.1.1,46308,8.8.8.8,53,17,11/04/2022 11:34:38 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-33104-53-17,10.0.1.1,33104,8.8.8.8,53,17,11/04/2022 11:30:07 PM,5005,4,0,156,0,39,39,39,0,0,0,0,0,31168.83117,799.2007992,1668.333333,2888.772115,5004,0,5005,1668.333333,2888.772115,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.2007992,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31168,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-58010-53-17,10.0.1.1,58010,8.8.8.8,53,17,11/04/2022 11:34:18 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-35158-53-17,10.0.1.1,35158,8.8.8.8,53,17,11/04/2022 11:49:58 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43026-55555-6,10.0.1.1,43026,10.0.1.2,55555,6,11/04/2022 11:24:18 PM,1,2,1,934,13,926,8,467,649.1240251,13,13,13,0,9.47E+08,3000000,0.5,0.7071067812,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,32,2000000,1000000,8,926,238.75,458.1727294,209922.25,0,0,0,3,3,0,0,0,0,318.3333333,467,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-55746-53-17,10.0.1.1,55746,8.8.8.8,53,17,11/04/2022 11:23:27 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43014-55555-6,10.0.1.1,43014,10.0.1.2,55555,6,11/04/2022 11:23:18 PM,0,2,1,900,13,892,8,450,625.0823946,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,892,230.25,441.1729631,194633.5833,0,0,0,3,3,0,0,0,0,307,450,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-33539-53-17,10.0.1.1,33539,8.8.8.8,53,17,11/04/2022 11:38:31 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-60969-53-17,10.0.1.1,60969,8.8.8.8,53,17,11/04/2022 11:27:38 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-55364-53-17,10.0.1.1,55364,8.8.8.8,53,17,11/04/2022 11:48:42 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-37801-53-17,10.0.1.1,37801,8.8.8.8,53,17,11/04/2022 11:36:29 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-40809-53-17,10.0.1.1,40809,8.8.8.8,53,17,11/04/2022 11:42:53 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-59852-53-17,10.0.1.1,59852,8.8.8.8,53,17,11/04/2022 11:33:22 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-57288-53-17,10.0.1.1,57288,8.8.8.8,53,17,11/04/2022 11:51:39 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43018-55555-6,10.0.1.1,43018,10.0.1.2,55555,6,11/04/2022 11:23:38 PM,0,2,1,889,13,881,8,444.5,617.30422,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,881,227.5,435.6730425,189811,0,0,0,3,3,0,0,0,0,303.3333333,444.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-56003-53-17,10.0.1.1,56003,8.8.8.8,53,17,11/04/2022 11:32:27 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-59321-53-17,10.0.1.1,59321,8.8.8.8,53,17,11/04/2022 11:51:03 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-40971-53-17,10.0.1.1,40971,8.8.8.8,53,17,11/04/2022 11:43:23 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-42874-53-17,10.0.1.1,42874,8.8.8.8,53,17,11/04/2022 11:24:41 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2888.194765,5003,0,5004,1668,2888.194765,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-56760-53-17,10.0.1.1,56760,8.8.8.8,53,17,11/04/2022 11:24:21 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-36999-53-17,10.0.1.1,36999,8.8.8.8,53,17,11/04/2022 11:35:35 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43020-55555-6,10.0.1.1,43020,10.0.1.2,55555,6,11/04/2022 11:23:48 PM,0,2,1,874,13,866,8,437,606.6976183,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,866,223.75,428.1731542,183332.25,0,0,0,3,3,0,0,0,0,298.3333333,437,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43052-55555-6,10.0.1.1,43052,10.0.1.2,55555,6,11/04/2022 11:26:29 PM,1,2,1,897,13,889,8,448.5,622.9610742,13,13,13,0,9.10E+08,3000000,0.5,0.7071067812,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,32,2000000,1000000,8,889,229.5,439.6729845,193312.3333,0,0,0,3,3,0,0,0,0,306,448.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-52414-53-17,10.0.1.1,52414,8.8.8.8,53,17,11/04/2022 11:26:42 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-41285-53-17,10.0.1.1,41285,8.8.8.8,53,17,11/04/2022 11:44:30 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-53475-53-17,10.0.1.1,53475,8.8.8.8,53,17,11/04/2022 11:40:45 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-54259-53-17,10.0.1.1,54259,8.8.8.8,53,17,11/04/2022 11:30:17 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-60809-53-17,10.0.1.1,60809,8.8.8.8,53,17,11/04/2022 11:35:12 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43056-55555-6,10.0.1.1,43056,10.0.1.2,55555,6,11/04/2022 11:26:49 PM,0,2,1,969,13,961,8,484.5,673.8727625,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,961,247.5,475.6725064,226264.3333,0,0,0,3,3,0,0,0,0,330,484.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43070-55555-6,10.0.1.1,43070,10.0.1.2,55555,6,11/04/2022 11:27:59 PM,1,2,1,880,13,872,8,440,610.9402589,13,13,13,0,8.93E+08,3000000,0.5,0.7071067812,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,32,2000000,1000000,8,872,225.25,431.1731091,185910.25,0,0,0,3,3,0,0,0,0,300.3333333,440,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-47796-53-17,10.0.1.1,47796,8.8.8.8,53,17,11/04/2022 11:48:32 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-57457-53-17,10.0.1.1,57457,8.8.8.8,53,17,11/04/2022 11:27:02 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-51306-53-17,10.0.1.1,51306,8.8.8.8,53,17,11/04/2022 11:40:55 PM,5005,4,0,156,0,39,39,39,0,0,0,0,0,31168.83117,799.2007992,1668.333333,2889.638097,5005,0,5005,1668.333333,2889.638097,5005,0,0,0,0,0,0,0,0,0,0,188,0,799.2007992,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31168,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43042-55555-6,10.0.1.1,43042,10.0.1.2,55555,6,11/04/2022 11:25:39 PM,1,2,1,919,13,911,8,459.5,638.5174234,13,13,13,0,9.32E+08,3000000,0.5,0.7071067812,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,32,2000000,1000000,8,911,235,450.6728303,203106,0,0,0,3,3,0,0,0,0,313.3333333,459.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-32886-53-17,10.0.1.1,32886,8.8.8.8,53,17,11/04/2022 11:33:12 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-38591-53-17,10.0.1.1,38591,8.8.8.8,53,17,11/04/2022 11:45:37 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2888.194765,5003,0,5004,1668,2888.194765,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-60995-53-17,10.0.1.1,60995,8.8.8.8,53,17,11/04/2022 11:50:43 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-38942-53-17,10.0.1.1,38942,8.8.8.8,53,17,11/04/2022 11:31:01 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-35176-53-17,10.0.1.1,35176,8.8.8.8,53,17,11/04/2022 11:42:09 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2888.194765,5003,0,5004,1668,2888.194765,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-43044-53-17,10.0.1.1,43044,8.8.8.8,53,17,11/04/2022 11:39:38 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-52821-53-17,10.0.1.1,52821,8.8.8.8,53,17,11/04/2022 11:39:48 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43030-55555-6,10.0.1.1,43030,10.0.1.2,55555,6,11/04/2022 11:24:38 PM,0,2,1,883,13,875,8,441.5,613.0615793,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,875,226,432.6730868,187206,0,0,0,3,3,0,0,0,0,301.3333333,441.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43046-55555-6,10.0.1.1,43046,10.0.1.2,55555,6,11/04/2022 11:25:59 PM,0,2,1,881,13,873,8,440.5,611.6473657,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,873,225.5,431.6731016,186341.6667,0,0,0,3,3,0,0,0,0,300.6666667,440.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-37788-53-17,10.0.1.1,37788,8.8.8.8,53,17,11/04/2022 11:24:51 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-47454-53-17,10.0.1.1,47454,8.8.8.8,53,17,11/04/2022 11:37:44 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-39135-53-17,10.0.1.1,39135,8.8.8.8,53,17,11/04/2022 11:41:05 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-33847-53-17,10.0.1.1,33847,8.8.8.8,53,17,11/04/2022 11:47:15 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43062-55555-6,10.0.1.1,43062,10.0.1.2,55555,6,11/04/2022 11:27:19 PM,1,2,1,914,13,906,8,457,634.9818895,13,13,13,0,9.27E+08,3000000,0.5,0.7071067812,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,32,2000000,1000000,8,906,233.75,448.1728647,200858.9167,0,0,0,3,3,0,0,0,0,311.6666667,457,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
